ResultadoID,CorridaID,PilotoID,PilotoPosicaoCheg,PilotoPontosCorrida,ResultadoVrapida
480,41,2,2,8,01:16.7
481,41,25,3,6,01:17.9
482,41,5,4,5,01:18.4
483,41,8,5,4,01:16.9
484,41,11,6,3,01:18.0
485,41,4,7,2,01:16.4
486,41,23,8,1,01:17.9
487,41,17,9,0,01:17.6
488,41,3,10,0,01:17.2
489,41,19,11,0,01:18.8
490,41,22,12,0,01:18.5
491,41,15,13,0,01:19.1
492,41,24,14,0,01:19.4
493,41,27,15,0,01:19.3
494,41,14,16,0,01:19.0
495,41,9,17,0,01:17.5
496,41,16,18,0,01:19.5
497,41,26,19,0,01:20.1
498,41,18,20,0,
499,41,13,21,0,01:16.8
500,41,21,22,0,01:17.4
501,42,1,1,10,01:13.2
502,42,4,2,8,01:13.3
503,42,13,3,6,01:13.4
504,42,8,4,5,01:13.1
505,42,5,5,4,01:14.0
506,42,15,6,3,01:14.0
507,42,17,7,2,01:14.0
508,42,20,8,1,01:13.9
509,42,21,9,0,01:14.0
510,42,25,10,0,01:14.5
511,42,19,11,0,01:14.1
512,42,18,12,0,01:14.7
513,42,26,13,0,01:15.1
514,42,16,14,0,01:14.9
515,42,27,15,0,01:15.9
516,42,3,16,0,01:14.1
517,42,24,17,0,01:15.4
518,42,2,18,0,01:13.4
519,42,11,19,0,01:16.7
520,42,14,20,0,
521,42,22,21,0,
522,42,23,22,0,
523,43,8,1,10,01:16.2
524,43,13,2,8,01:16.1
525,43,1,3,6,01:16.6
526,43,9,4,5,01:17.2
527,43,2,5,4,01:16.9
528,43,21,6,3,01:16.7
529,43,4,7,2,01:16.5
530,43,18,8,1,01:16.8
531,43,3,9,0,01:17.0
532,43,23,10,0,01:17.0
533,43,22,11,0,01:17.2
534,43,17,12,0,01:17.2
535,43,14,13,0,01:17.4
536,43,25,14,0,01:17.2
537,43,5,15,0,01:17.2
538,43,11,16,0,01:17.8
539,43,16,17,0,01:18.1
540,43,26,18,0,01:17.9
541,43,27,19,0,01:19.0
542,43,19,20,0,
543,43,15,21,0,
544,43,24,22,0,
545,44,8,1,10,01:20.6
546,44,4,2,8,01:21.1
547,44,1,3,6,01:21.7
548,44,9,4,5,01:22.1
549,44,13,5,4,01:20.9
550,44,2,6,3,01:22.0
551,44,5,7,2,01:22.6
552,44,21,8,1,01:22.1
553,44,22,9,0,01:23.4
554,44,18,10,0,01:23.6
555,44,14,11,0,01:23.1
556,44,3,12,0,01:22.9
557,44,25,13,0,01:22.7
558,44,11,14,0,01:23.4
559,44,27,15,0,01:24.4
560,44,24,16,0,01:23.6
561,44,15,17,0,01:23.7
562,44,19,18,0,01:24.1
563,44,26,19,0,01:23.6
564,44,23,20,0,01:22.5
565,44,16,21,0,01:25.0
566,44,17,22,0,01:23.8
567,45,4,1,10,01:33.2
568,45,13,2,8,01:32.9
569,45,17,3,6,01:34.4
570,45,25,4,5,01:34.2
571,45,14,5,4,01:34.3
572,45,2,6,3,01:34.4
573,45,9,7,2,01:34.5
574,45,5,8,1,01:34.6
575,45,1,9,0,01:33.4
576,45,21,10,0,01:34.9
577,45,22,11,0,01:35.6
578,45,19,12,0,01:35.3
579,45,15,13,0,01:34.5
580,45,8,14,0,01:33.9
581,45,11,15,0,01:37.4
582,45,23,16,0,01:36.2
583,45,28,17,0,01:42.8
584,45,18,18,0,02:20.0
585,45,16,19,0,02:25.8
586,45,3,20,0,02:50.9
587,45,26,21,0,03:01.9
588,45,24,22,0,03:22.3
589,46,1,1,10,01:20.2
590,46,8,2,8,01:20.0
591,46,2,3,6,01:20.6
592,46,4,4,5,01:20.3
593,46,9,5,4,01:20.4
594,46,23,6,3,01:21.0
595,46,3,7,2,01:20.7
596,46,5,8,1,01:20.9
597,46,17,9,0,01:20.9
598,46,15,10,0,01:21.3
599,46,14,11,0,01:21.6
600,46,21,12,0,01:21.7
601,46,13,13,0,01:21.0
602,46,25,14,0,01:21.3
603,46,11,15,0,01:21.0
604,46,20,16,0,01:21.9
605,46,16,17,0,01:22.3
606,46,22,18,0,01:22.0
607,46,24,19,0,01:22.4
608,46,19,20,0,01:22.2
609,46,18,21,0,01:22.9
610,46,29,22,0,01:26.7
611,47,13,1,10,01:27.9
612,47,8,2,8,01:27.3
613,47,4,3,6,01:28.1
614,47,2,4,5,01:28.3
615,47,1,5,4,01:28.0
616,47,5,6,3,01:28.6
617,47,3,7,2,01:28.5
618,47,9,8,1,01:28.9
619,47,21,9,0,01:28.8
620,47,14,10,0,01:29.1
621,47,25,11,0,01:28.7
622,47,23,12,0,01:28.9
623,47,18,13,0,01:28.9
624,47,19,14,0,01:29.7
625,47,24,15,0,01:29.6
626,47,15,16,0,01:29.5
627,47,22,17,0,01:29.5
628,47,11,18,0,01:29.9
629,47,20,19,0,01:30.0
630,47,29,20,0,01:31.0
631,47,16,21,0,01:30.6
632,47,17,22,0,01:30.8
633,48,4,1,10,01:22.9
634,48,1,2,8,01:22.9
635,48,8,3,6,01:23.4
636,48,2,4,5,01:23.7
637,48,9,5,4,01:23.9
638,48,3,6,3,01:24.5
639,48,5,7,2,01:24.2
640,48,18,8,1,01:24.5
641,48,17,9,0,01:24.8
642,48,22,10,0,01:24.8
643,48,15,11,0,01:24.6
644,48,21,12,0,01:24.8
645,48,25,13,0,01:25.0
646,48,19,14,0,01:25.1
647,48,23,15,0,01:25.0
648,48,11,16,0,01:24.7
649,48,24,17,0,01:25.4
650,48,20,18,0,01:25.3
651,48,16,19,0,01:25.4
652,48,29,20,0,01:25.5
653,48,13,21,0,01:24.0
654,48,14,22,0,
655,49,8,1,10,01:48.1
656,49,13,2,8,01:48.0
657,49,4,3,6,01:48.2
658,49,1,4,5,01:48.2
659,49,2,5,4,01:48.7
660,49,3,6,3,01:49.8
661,49,17,7,2,01:50.0
662,49,5,8,1,01:49.6
663,49,9,9,0,01:48.9
664,49,23,10,0,01:50.0
665,49,15,11,0,01:49.0
666,49,24,12,0,01:50.7
667,49,22,13,0,01:50.7
668,49,16,14,0,01:50.9
669,49,11,15,0,01:50.9
670,49,19,16,0,01:51.4
671,49,29,17,0,01:51.6
672,49,18,18,0,01:51.1
673,49,25,19,0,01:51.3
674,49,14,20,0,01:51.2
675,49,20,21,0,01:52.7
676,49,21,22,0,
677,50,1,1,10,01:28.2
678,50,5,2,8,01:29.7
679,50,8,3,6,01:29.6
680,50,14,4,5,01:30.1
681,50,21,5,4,01:30.4
682,50,13,6,3,01:29.6
683,50,9,7,2,01:29.0
684,50,16,8,1,01:31.9
685,50,24,9,0,01:30.7
686,50,22,10,0,01:31.1
687,50,18,11,0,01:32.0
688,50,29,12,0,01:32.1
689,50,15,13,0,01:32.4
690,50,2,14,0,01:29.1
691,50,11,15,0,01:31.5
692,50,23,16,0,01:30.9
693,50,19,17,0,01:31.8
694,50,3,18,0,01:29.9
695,50,20,19,0,01:29.1
696,50,17,20,0,01:28.9
697,50,4,21,0,01:28.5
698,50,25,22,0,02:05.6
699,51,8,1,10,01:38.3
700,51,4,2,8,01:38.0
701,51,13,3,6,01:37.5
702,51,20,4,5,01:39.9
703,51,18,5,4,01:38.9
704,51,24,6,3,01:39.7
705,51,2,7,2,01:39.3
706,51,14,8,1,01:39.6
707,51,5,9,0,01:39.3
708,51,17,10,0,01:39.4
709,51,21,11,0,01:38.9
710,51,25,12,0,01:39.7
711,51,15,13,0,01:39.9
712,51,11,14,0,01:40.1
713,51,22,15,0,01:40.5
714,51,3,16,0,01:39.2
715,51,29,17,0,01:40.8
716,51,9,18,0,01:40.9
717,51,1,19,0,01:43.1
718,51,23,20,0,01:44.1
719,51,16,21,0,01:47.6
720,51,19,22,0,01:51.8
721,52,8,1,10,01:12.4
722,52,13,2,8,01:12.6
723,52,4,3,6,01:13.2
724,52,3,4,5,01:13.2
725,52,9,5,4,01:12.7
726,52,2,6,3,01:13.5
727,52,1,7,2,01:12.5
728,52,15,8,1,01:13.4
729,52,14,9,0,01:14.2
730,52,6,10,0,01:13.1
731,52,23,11,0,01:13.4
732,52,11,12,0,01:14.9
733,52,24,13,0,01:13.6
734,52,19,14,0,01:14.3
735,52,16,15,0,01:15.2
736,52,22,16,0,01:14.7
737,52,5,17,0,01:14.9
738,52,20,18,0,01:14.4
739,52,18,19,0,01:14.0
740,52,17,20,0,01:14.4
741,52,29,21,0,01:50.4
742,52,21,22,0,02:02.7
743,53,4,1,10,01:32.5
744,53,30,2,8,01:32.5
745,53,8,3,6,01:32.9
746,53,18,4,5,01:32.7
747,53,31,5,4,01:32.8
748,53,17,6,3,01:32.7
749,53,3,7,2,01:32.4
750,53,32,8,1,01:33.2
751,53,13,9,0,01:32.7
752,53,14,10,0,01:33.4
753,53,24,11,0,01:33.5
754,53,2,12,0,01:33.8
755,53,26,13,0,01:33.1
756,53,23,14,0,01:34.1
757,53,22,15,0,01:33.8
758,53,15,16,0,01:34.9
759,53,33,17,0,01:35.9
760,53,11,18,0,01:37.1
761,53,34,19,0,01:38.3
762,53,35,20,0,01:33.7
763,53,21,21,0,01:34.3
764,53,27,22,0,
765,54,21,1,10,01:35.3
766,54,4,2,8,01:34.8
767,54,18,3,6,01:35.6
768,54,31,4,5,01:35.6
769,54,13,5,4,01:36.0
770,54,30,6,3,01:35.6
771,54,35,7,2,01:36.0
772,54,23,8,1,01:35.7
773,54,15,9,0,01:36.4
774,54,22,10,0,01:36.2
775,54,24,11,0,01:37.4
776,54,27,12,0,01:38.2
777,54,33,13,0,01:39.5
778,54,11,14,0,01:40.2
779,54,2,15,0,01:35.8
780,54,26,16,0,01:37.3
781,54,34,17,0,01:42.8
782,54,32,18,0,01:36.9
783,54,17,19,0,01:36.8
784,54,14,20,0,01:38.1
785,54,3,21,0,01:37.4
786,54,8,22,0,
787,55,4,1,10,01:26.2
788,55,8,2,8,01:26.0
789,55,23,3,6,01:27.8
790,55,2,4,5,01:27.7
791,55,21,5,4,01:27.6
792,55,35,6,3,01:28.3
793,55,22,7,2,01:27.7
794,55,14,8,1,01:28.3
795,55,26,9,0,01:28.4
796,55,18,10,0,01:27.8
797,55,27,11,0,01:29.2
798,55,11,12,0,01:30.6
799,55,34,13,0,01:33.7
800,55,31,14,0,01:27.5
801,55,33,15,0,01:29.7
802,55,24,16,0,01:28.0
803,55,30,17,0,01:27.2
804,55,17,18,0,01:27.8
805,55,32,19,0,01:41.4
806,55,15,20,0,
807,55,3,21,0,
808,55,13,22,0,
809,56,30,1,10,01:24.6
810,56,4,2,8,01:24.6
811,56,31,3,6,01:25.1
812,56,13,4,5,01:25.5
813,56,8,5,4,01:25.0
814,56,17,6,3,01:25.5
815,56,18,7,2,01:25.3
816,56,21,8,1,01:25.4
817,56,23,9,0,01:25.3
818,56,22,10,0,01:26.1
819,56,3,11,0,01:26.4
820,56,35,12,0,01:25.4
821,56,2,13,0,01:26.0
822,56,24,14,0,01:25.7
823,56,26,15,0,01:26.2
824,56,33,16,0,01:27.2
825,56,14,17,0,01:26.9
826,56,11,18,0,01:29.1
827,56,32,19,0,01:26.8
828,56,34,20,0,01:31.0
829,56,15,21,0,01:28.0
830,56,27,22,0,
831,57,30,1,10,01:32.1
832,57,4,2,8,01:32.5
833,57,13,3,6,01:33.1
834,57,8,4,5,01:32.5
835,57,22,5,4,01:34.0
836,57,21,6,3,01:33.0
837,57,3,7,2,01:33.6
838,57,35,8,1,01:34.0
839,57,15,9,0,01:34.0
840,57,2,10,0,01:34.0
841,57,26,11,0,01:34.1
842,57,33,12,0,01:35.5
843,57,27,13,0,01:35.4
844,57,23,14,0,01:33.6
845,57,31,15,0,01:33.6
846,57,11,16,0,01:36.7
847,57,36,17,0,01:37.2
848,57,18,18,0,01:34.0
849,57,32,19,0,01:34.6
850,57,17,20,0,01:35.4
851,57,14,21,0,02:24.5
852,57,24,22,0,
853,58,4,1,10,01:16.7
854,58,30,2,8,01:16.9
855,58,21,3,6,01:17.1
856,58,13,4,5,01:16.6
857,58,8,5,4,01:17.4
858,58,18,6,3,01:17.4
859,58,22,7,2,01:17.4
860,58,2,8,1,01:17.9
861,58,17,9,0,01:17.9
862,58,15,10,0,01:18.5
863,58,3,11,0,01:17.9
864,58,35,12,0,01:18.0
865,58,32,13,0,01:18.5
866,58,14,14,0,01:17.9
867,58,24,15,0,01:18.5
868,58,33,16,0,01:19.3
869,58,11,17,0,01:20.4
870,58,27,18,0,01:19.5
871,58,26,19,0,01:18.5
872,58,23,20,0,01:18.6
873,58,31,21,0,01:19.5
874,58,36,22,0,01:22.4
875,59,4,1,10,01:15.7
876,59,31,2,8,01:16.0
