ResultadoID,CorridaID,PilotoID,PilotoPosicaoCheg,PilotoPontosCorrida,ResultadoVrapida
3040,162,64,22,0,
3041,163,30,1,10,
3042,163,57,2,6,
3043,163,14,3,4,
3044,163,22,4,3,
3045,163,21,5,2,
3046,163,37,6,1,
3047,163,64,7,0,
3048,163,60,8,0,
3049,163,55,9,0,
3050,163,18,10,0,
3051,163,65,11,0,
3052,163,25,12,0,
3053,163,41,13,0,
3054,163,48,14,0,
3055,163,35,15,0,
3056,163,56,16,0,
3057,163,50,17,0,
3058,163,23,18,0,
3059,163,63,19,0,
3060,163,49,20,0,
3061,163,15,21,0,
3062,164,14,1,10,
3063,164,22,2,6,
3064,164,21,3,4,
3065,164,56,4,3,
3066,164,63,5,2,
3067,164,57,6,1,
3068,164,35,7,0,
3069,164,2,8,0,
3070,164,65,9,0,
3071,164,49,10,0,
3072,164,50,11,0,
3073,164,30,12,0,
3074,164,41,13,0,
3075,164,23,14,0,
3076,164,15,15,0,
3077,164,64,16,0,
3078,164,55,17,0,
3079,164,60,18,0,
3080,164,48,19,0,
3081,164,25,20,0,
3082,164,18,21,0,
3083,164,37,22,0,
3084,165,30,1,10,
3085,165,22,2,6,
3086,165,21,3,4,
3087,165,57,4,3,
3088,165,50,5,2,
3089,165,15,6,1,
3090,165,14,7,0,
3091,165,41,8,0,
3092,165,25,9,0,
3093,165,64,10,0,
3094,165,18,11,0,
3095,165,60,12,0,
3096,165,56,13,0,
3097,165,23,14,0,
3098,165,35,15,0,
3099,165,48,16,0,
3100,165,37,17,0,
3101,165,63,18,0,
3102,165,55,19,0,
3103,165,2,20,0,
3104,165,49,21,0,
3105,165,65,22,0,
3106,166,14,1,10,
3107,166,57,2,6,
3108,166,22,3,4,
3109,166,35,4,3,
3110,166,23,5,2,
3111,166,15,6,1,
3112,166,49,7,0,
3113,166,18,8,0,
3114,166,21,9,0,
3115,166,63,10,0,
3116,166,64,11,0,
3117,166,2,12,0,
3118,166,56,13,0,
3119,166,55,14,0,
3120,166,48,15,0,
3121,166,30,16,0,
3122,166,37,17,0,
3123,166,25,18,0,
3124,166,60,19,0,
3125,166,50,20,0,
3126,166,65,21,0,
3127,166,41,22,0,
3128,167,57,1,10,
3129,167,14,2,6,
3130,167,22,3,4,
3131,167,35,4,3,
3132,167,18,5,2,
3133,167,63,6,1,
3134,167,65,7,0,
3135,167,48,8,0,
3136,167,64,9,0,
3137,167,25,10,0,
3138,167,54,11,0,
3139,167,60,12,0,
3140,167,41,13,0,
3141,167,23,14,0,
3142,167,2,15,0,
3143,167,55,16,0,
3144,167,37,17,0,
3145,167,50,18,0,
3146,167,49,19,0,
3147,167,30,20,0,
3148,167,15,21,0,
3149,167,21,22,0,
3150,168,22,1,10,
3151,168,57,2,6,
3152,168,14,3,4,
3153,168,18,4,3,
3154,168,63,5,2,
3155,168,37,6,1,
3156,168,23,7,0,
3157,168,35,8,0,
3158,168,15,9,0,
3159,168,56,10,0,
3160,168,60,11,0,
3161,168,2,12,0,
3162,168,49,13,0,
3163,168,50,14,0,
3164,168,41,15,0,
3165,168,48,16,0,
3166,168,25,17,0,
3167,168,64,18,0,
3168,168,55,19,0,
3169,168,65,20,0,
3170,168,30,21,0,
3171,168,21,22,0,
3172,169,57,1,10,
3173,169,30,2,6,
3174,169,14,3,4,
3175,169,22,4,3,
3176,169,23,5,2,
3177,169,49,6,1,
3178,169,15,7,0,
3179,169,56,8,0,
3180,169,18,9,0,
3181,169,63,10,0,
3182,169,25,11,0,
3183,169,35,12,0,
3184,169,50,13,0,
3185,169,41,14,0,
3186,169,48,15,0,
3187,169,37,16,0,
3188,169,60,17,0,
3189,169,65,18,0,
3190,169,64,19,0,
3191,169,21,20,0,
3192,169,2,21,0,
3193,169,55,22,0,
3194,170,57,1,10,
3195,170,30,2,6,
3196,170,23,3,4,
3197,170,14,4,3,
3198,170,18,5,2,
3199,170,49,6,1,
3200,170,35,7,0,
3201,170,65,8,0,
3202,170,63,9,0,
3203,170,56,10,0,
3204,170,64,11,0,
3205,170,41,12,0,
3206,170,25,13,0,
3207,170,48,14,0,
3208,170,50,15,0,
3209,170,37,16,0,
3210,170,60,17,0,
3211,170,22,18,0,
3212,170,55,19,0,
3213,170,2,20,0,
3214,170,21,21,0,
3215,170,15,22,0,
3216,171,30,1,10,
3217,171,57,2,6,
3218,171,23,3,4,
3219,171,50,4,3,
3220,171,25,5,2,
3221,171,41,6,1,
3222,171,63,7,0,
3223,171,64,8,0,
3224,171,48,9,0,
3225,171,60,10,0,
3226,171,21,11,0,
3227,171,55,12,0,
3228,171,2,13,0,
3229,171,35,14,0,
3230,171,18,15,0,
3231,171,65,16,0,
3232,171,22,17,0,
3233,171,14,18,0,
3234,171,15,19,0,
3235,171,49,20,0,
3236,171,37,21,0,
3237,171,56,22,0,
3238,172,30,1,10,
3239,172,22,2,6,
3240,172,49,3,4,
3241,172,35,4,3,
3242,172,14,5,2,
3243,172,41,6,1,
3244,172,56,7,0,
3245,172,64,8,0,
3246,172,2,9,0,
3247,172,25,10,0,
3248,172,65,11,0,
3249,172,48,12,0,
3250,172,55,13,0,
3251,172,60,14,0,
3252,172,23,15,0,
3253,172,37,16,0,
3254,172,21,17,0,
3255,172,50,18,0,
3256,172,57,19,0,
3257,172,63,20,0,
3258,172,18,21,0,
3259,172,15,22,0,
3260,173,30,1,10,
3261,173,57,2,6,
3262,173,14,3,4,
3263,173,22,4,3,
3264,173,18,5,2,
3265,173,35,6,1,
3266,173,65,7,0,
3267,173,56,8,0,
3268,173,41,9,0,
3269,173,63,10,0,
3270,173,64,11,0,
3271,173,37,12,0,
3272,173,15,13,0,
3273,173,21,14,0,
3274,173,60,15,0,
3275,173,48,16,0,
3276,173,23,17,0,
3277,173,2,18,0,
3278,173,25,19,0,
3279,173,49,20,0,
3280,173,55,21,0,
3281,173,50,22,0,
3282,174,30,1,10,
3283,174,14,2,6,
3284,174,22,3,4,
3285,174,57,4,3,
3286,174,35,5,2,
3287,174,56,6,1,
3288,174,25,7,0,
3289,174,63,8,0,
3290,174,21,9,0,
3291,174,50,10,0,
3292,174,55,11,0,
3293,174,15,12,0,
3294,174,60,13,0,
3295,174,65,14,0,
3296,174,41,15,0,
3297,174,23,16,0,
3298,174,48,17,0,
3299,174,18,18,0,
3300,174,49,19,0,
3301,174,37,20,0,
3302,174,2,21,0,
3303,174,64,22,0,
3304,175,56,1,10,
3305,175,49,2,6,
3306,175,23,3,4,
3307,175,21,4,3,
3308,175,22,5,2,
3309,175,37,6,1,
3310,175,68,7,0,
3311,175,30,8,0,
3312,175,41,9,0,
3313,175,69,10,0,
3314,175,25,11,0,
3315,175,64,12,0,
3316,175,48,13,0,
3317,175,15,14,0,
3318,175,44,15,0,
3319,175,57,16,0,
3320,175,70,17,0,
3321,175,14,18,0,
3322,175,35,19,0,
3323,175,71,20,0,
3324,175,55,21,0,
3325,175,65,22,0,
3326,176,57,1,10,
3327,176,30,2,6,
3328,176,49,3,4,
3329,176,23,4,3,
3330,176,56,5,2,
3331,176,44,6,1,
3332,176,25,7,0,
3333,176,68,8,0,
3334,176,48,9,0,
3335,176,37,10,0,
3336,176,35,11,0,
3337,176,70,12,0,
3338,176,22,13,0,
3339,176,64,14,0,
3340,176,21,15,0,
3341,176,72,16,0,
3342,176,55,17,0,
3343,176,14,18,0,
3344,176,15,19,0,
3345,176,65,20,0,
3346,176,71,21,0,
3347,176,41,22,0,
3348,177,30,1,10,
3349,177,14,2,6,
3350,177,22,3,4,
3351,177,71,4,3,
3352,177,21,5,2,
3353,177,55,6,1,
3354,177,63,7,0,
3355,177,69,8,0,
3356,177,48,9,0,
3357,177,65,10,0,
3358,177,70,11,0,
3359,177,64,12,0,
3360,177,44,13,0,
3361,177,56,14,0,
3362,177,49,15,0,
3363,177,68,16,0,
3364,177,23,17,0,
3365,177,57,18,0,
3366,177,37,19,0,
3367,177,25,20,0,
3368,177,35,21,0,
3369,177,15,22,0,
3370,178,30,1,10,
3371,178,56,2,6,
3372,178,57,3,4,
3373,178,49,4,3,
3374,178,21,5,2,
3375,178,25,6,1,
3376,178,15,7,0,
3377,178,70,8,0,
3378,178,22,9,0,
3379,178,23,10,0,
3380,178,55,11,0,
3381,178,64,12,0,
3382,178,44,13,0,
3383,178,14,14,0,
3384,178,63,15,0,
3385,178,68,16,0,
3386,178,35,17,0,
3387,178,65,18,0,
3388,178,37,19,0,
3389,178,48,20,0,
3390,178,69,21,0,
3391,178,71,22,0,
3392,179,57,1,10,
3393,179,14,2,6,
3394,179,30,3,4,
3395,179,56,4,3,
3396,179,23,5,2,
3397,179,15,6,1,
3398,179,71,7,0,
3399,179,63,8,0,
3400,179,21,9,0,
3401,179,25,10,0,
3402,179,37,11,0,
3403,179,68,12,0,
3404,179,69,13,0,
3405,179,35,14,0,
3406,179,64,15,0,
3407,179,65,16,0,
3408,179,49,17,0,
3409,179,55,18,0,
3410,179,70,19,0,
3411,179,44,20,0,
3412,179,48,21,0,
3413,179,22,22,0,
3414,180,57,1,10,
3415,180,21,2,6,
3416,180,56,3,4,
3417,180,23,4,3,
3418,180,65,5,2,
3419,180,64,6,1,
3420,180,14,7,0,
3421,180,48,8,0,
3422,180,44,9,0,
3423,180,69,10,0,
3424,180,49,11,0,
3425,180,70,12,0,
3426,180,68,13,0,
3427,180,35,14,0,
3428,180,30,15,0,
3429,180,37,16,0,
3430,180,71,17,0,
3431,180,22,18,0,
3432,180,41,19,0,
3433,180,55,20,0,
3434,180,15,21,0,
3435,180,25,22,0,
3436,181,49,1,10,
3437,181,57,2,6,
3438,181,22,3,4,
3439,181,23,4,3,
3440,181,30,5,2,
3441,181,56,6,1,
3442,181,15,7,0,
3443,181,44,8,0,
3444,181,41,9,0,
3445,181,69,10,0,
3446,181,37,11,0,
3447,181,21,12,0,
3448,181,71,13,0,
3449,181,70,14,0,
3450,181,35,15,0,
3451,181,25,16,0,
3452,181,48,17,0,
3453,181,55,18,0,
3454,181,14,19,0,
3455,181,64,20,0,
3456,181,65,21,0,
3457,181,68,22,0,
3458,182,14,1,10,
3459,182,56,2,6,
3460,182,23,3,4,
3461,182,49,4,3,
3462,182,71,5,2,
3463,182,64,6,1,
3464,182,21,7,0,
3465,182,22,8,0,
3466,182,15,9,0,
3467,182,25,10,0,
3468,182,70,11,0,
3469,182,65,12,0,
3470,182,44,13,0,
3471,182,55,14,0,
3472,182,48,15,0,
3473,182,68,16,0,
3474,182,41,17,0,
3475,182,57,18,0,
3476,182,35,19,0,
3477,182,69,20,0,
3478,182,37,21,0,
3479,182,30,22,0,
3480,183,56,1,10,
3481,183,14,2,6,
3482,183,57,3,4,
3483,183,49,4,3,
3484,183,25,5,2,
3485,183,64,6,1,
3486,183,15,7,0,
3487,183,71,8,0,
3488,183,63,9,0,
3489,183,44,10,0,
3490,183,48,11,0,
3491,183,21,12,0,
3492,183,69,13,0,
3493,183,65,14,0,
3494,183,41,15,0,
3495,183,22,16,0,
3496,183,55,17,0,
3497,183,37,18,0,
3498,183,70,19,0,
3499,183,35,20,0,
3500,183,68,21,0,
3501,183,23,22,0,
3502,184,56,1,10,
3503,184,63,2,6,
3504,184,49,3,4,
3505,184,23,4,3,
3506,184,14,5,2,
3507,184,44,6,1,
3508,184,25,7,0,
3509,184,55,8,0,
3510,184,48,9,0,
3511,184,69,10,0,
3512,184,65,11,0,
3513,184,37,12,0,
3514,184,57,13,0,
3515,184,70,14,0,
3516,184,41,15,0,
3517,184,68,16,0,
3518,184,71,17,0,
3519,184,15,18,0,
3520,184,21,19,0,
3521,184,22,20,0,
3522,184,35,21,0,
3523,184,64,22,0,
3524,185,57,1,10,
3525,185,14,2,6,
3526,185,56,3,4,
3527,185,49,4,3,
3528,185,22,5,2,
3529,185,71,6,1,
3530,185,25,7,0,
3531,185,15,8,0,
3532,185,23,9,0,
3533,185,44,10,0,
3534,185,65,11,0,
3535,185,63,12,0,
3536,185,41,13,0,
3537,185,69,14,0,
3538,185,37,15,0,
3539,185,55,16,0,
3540,185,48,17,0,
3541,185,35,18,0,
3542,185,21,19,0,
3543,185,68,20,0,
3544,185,64,21,0,
3545,185,70,22,0,
3546,186,14,1,10,
3547,186,57,2,6,
3548,186,49,3,4,
3549,186,56,4,3,
3550,186,23,5,2,
3551,186,71,6,1,
3552,186,63,7,0,
3553,186,70,8,0,
3554,186,55,9,0,
3555,186,22,10,0,
3556,186,21,11,0,
3557,186,15,12,0,
3558,186,44,13,0,
3559,186,25,14,0,
3560,186,35,15,0,
3561,186,48,16,0,
3562,186,37,17,0,
3563,186,69,18,0,
3564,186,41,19,0,
3565,186,65,20,0,
3566,186,64,21,0,
3567,186,68,22,0,
3568,187,49,1,10,
3569,187,23,2,6,
3570,187,63,3,4,
3571,187,22,4,3,
3572,187,14,5,2,
3573,187,56,6,1,
3574,187,70,7,0,
3575,187,35,8,0,
3576,187,55,9,0,
3577,187,71,10,0,
3578,187,44,11,0,
3579,187,65,12,0,
3580,187,68,13,0,
3581,187,37,14,0,
3582,187,57,15,0,
3583,187,15,16,0,
3584,187,41,17,0,
3585,187,69,18,0,
3586,187,25,19,0,
3587,187,64,20,0,
3588,187,21,21,0,
3589,187,48,22,0,
3590,188,65,1,10,
3591,188,15,2,6,
3592,188,22,3,4,
3593,188,23,4,3,
3594,188,57,5,2,
3595,188,48,6,1,
3596,188,56,7,0,
3597,188,41,8,0,
3598,188,44,9,0,
3599,188,35,10,0,
3600,188,69,11,0,
3601,188,37,12,0,
3602,188,21,13,0,
3603,188,63,14,0,
3604,188,68,15,0,
3605,188,14,16,0,
3606,188,55,17,0,
3607,188,49,18,0,
3608,188,70,19,0,
3609,188,71,20,0,
3610,188,25,21,0,
3611,188,64,22,0,
3612,189,56,1,10,
3613,189,30,2,6,
3614,189,57,3,4,
3615,189,65,4,3,
3616,189,22,5,2,
3617,189,49,6,1,
3618,189,55,7,0,
3619,189,25,8,0,
3620,189,48,9,0,
3621,189,70,10,0,
3622,189,21,11,0,
3623,189,35,12,0,
3624,189,64,13,0,
3625,189,37,14,0,
3626,189,69,15,0,
3627,189,14,16,0,
3628,189,23,17,0,
3629,189,68,18,0,
3630,189,41,19,0,
3631,189,44,20,0,
3632,189,71,21,0,
3633,189,15,22,0,
3634,190,57,1,10,
3635,190,30,2,6,
3636,190,56,3,4,
3637,190,49,4,3,
3638,190,23,5,2,
3639,190,55,6,1,
3640,190,65,7,0,
3641,190,22,8,0,
3642,190,35,9,0,
3643,190,25,10,0,
3644,190,64,11,0,
3645,190,41,12,0,
3646,190,37,13,0,
3647,190,21,14,0,
3648,190,68,15,0,
3649,190,69,16,0,
3650,190,14,17,0,
3651,190,48,18,0,
3652,190,71,19,0,
3653,190,44,20,0,
3654,190,15,21,0,
3655,190,70,22,0,
3656,191,57,1,10,
3657,191,14,2,6,
3658,191,49,3,4,
3659,191,56,4,3,
3660,191,35,5,2,
3661,191,65,6,1,
3662,191,25,7,0,
3663,191,71,8,0,
3664,191,44,9,0,
3665,191,21,10,0,
3666,191,55,11,0,
3667,191,15,12,0,
3668,191,73,13,0,
3669,191,63,14,0,
3670,191,74,15,0,
3671,191,75,16,0,
3672,191,30,17,0,
3673,191,64,18,0,
3674,191,23,19,0,
3675,191,76,20,0,
3676,191,68,21,0,
3677,191,22,22,0,
3678,192,57,1,10,
3679,192,14,2,6,
3680,192,30,3,4,
3681,192,25,4,3,
3682,192,49,5,2,
3683,192,21,6,1,
3684,192,35,7,0,
3685,192,56,8,0,
3686,192,55,9,0,
3687,192,76,10,0,
3688,192,65,11,0,
3689,192,71,12,0,
3690,192,44,13,0,
3691,192,22,14,0,
3692,192,73,15,0,
3693,192,74,16,0,
3694,192,64,17,0,
3695,192,68,18,0,
3696,192,63,19,0,
3697,192,15,20,0,
3698,192,75,21,0,
3699,192,23,22,0,
3700,193,30,1,10,
3701,193,57,2,6,
3702,193,56,3,4,
3703,193,25,4,3,
3704,193,55,5,2,
3705,193,14,6,1,
3706,193,21,7,0,
3707,193,71,8,0,
3708,193,49,9,0,
3709,193,22,10,0,
3710,193,15,11,0,
3711,193,68,12,0,
3712,193,75,13,0,
3713,193,73,14,0,
3714,193,44,15,0,
3715,193,74,16,0,
3716,193,35,17,0,
3717,193,65,18,0,
3718,193,23,19,0,
3719,193,63,20,0,
3720,193,76,21,0,
3721,193,64,22,0,
3722,194,14,1,10,
3723,194,30,2,6,
3724,194,56,3,4,
3725,194,35,4,3,
3726,194,49,5,2,
3727,194,55,6,1,
3728,194,23,7,0,
3729,194,74,8,0,
3730,194,63,9,0,
3731,194,71,10,0,
3732,194,44,11,0,
3733,194,73,12,0,
3734,194,68,13,0,
3735,194,15,14,0,
3736,194,75,15,0,
3737,194,64,16,0,
3738,194,57,17,0,
3739,194,21,18,0,
3740,194,25,19,0,
3741,194,65,20,0,
3742,194,76,21,0,
3743,194,22,22,0,
3744,195,57,1,10,
3745,195,14,2,6,
3746,195,30,3,4,
3747,195,25,4,3,
3748,195,22,5,2,
3749,195,35,6,1,
3750,195,65,7,0,
3751,195,49,8,0,
3752,195,15,9,0,
3753,195,55,10,0,
3754,195,23,11,0,
3755,195,76,12,0,
3756,195,68,13,0,
3757,195,75,14,0,
3758,195,74,15,0,
3759,195,44,16,0,
3760,195,71,17,0,
3761,195,56,18,0,
3762,195,21,19,0,
3763,195,63,20,0,
3764,195,64,21,0,
3765,196,57,1,10,
3766,196,21,2,6,
3767,196,56,3,4,
3768,196,63,4,3,
3769,196,35,5,2,
3770,196,64,6,1,
3771,196,65,7,0,
3772,196,71,8,0,
3773,196,75,9,0,
3774,196,30,10,0,
3775,196,68,11,0,
3776,196,55,12,0,
3777,196,15,13,0,
3778,196,44,14,0,
3779,196,23,15,0,
3780,196,25,16,0,
3781,196,76,17,0,
3782,196,14,18,0,
3783,196,22,19,0,
3784,196,49,20,0,
3785,196,74,21,0,
3786,196,73,22,0,
3787,197,30,1,10,
3788,197,21,2,6,
3789,197,56,3,4,
3790,197,25,4,3,
3791,197,22,5,2,
3792,197,76,6,1,
3793,197,75,7,0,
3794,197,73,8,0,
3795,197,64,9,0,
3796,197,35,10,0,
3797,197,74,11,0,
3798,197,71,12,0,
3799,197,44,13,0,
3800,197,49,14,0,
3801,197,14,15,0,
3802,197,65,16,0,
3803,197,63,17,0,
3804,197,57,18,0,
3805,197,23,19,0,
3806,197,55,20,0,
3807,197,15,21,0,
3808,197,68,22,0,
3809,198,30,1,10,
3810,198,56,2,6,
3811,198,57,3,4,
3812,198,35,4,3,
3813,198,25,5,2,
3814,198,14,6,1,
3815,198,55,7,0,
3816,198,65,8,0,
3817,198,21,9,0,
3818,198,22,10,0,
3819,198,44,11,0,
3820,198,50,12,0,
3821,198,63,13,0,
3822,198,64,14,0,
3823,198,49,15,0,
3824,198,23,16,0,
3825,198,75,17,0,
3826,198,68,18,0,
3827,198,15,19,0,
3828,198,74,20,0,
3829,198,71,21,0,
3830,198,73,22,0,
3831,199,30,1,10,
3832,199,57,2,6,
3833,199,56,3,4,
3834,199,25,4,3,
3835,199,21,5,2,
3836,199,23,6,1,
3837,199,35,7,0,
3838,199,75,8,0,
3839,199,68,9,0,
3840,199,55,10,0,
3841,199,64,11,0,
3842,199,44,12,0,
3843,199,22,13,0,
3844,199,50,14,0,
3845,199,14,15,0,
3846,199,15,16,0,
3847,199,73,17,0,
3848,199,74,18,0,
3849,199,65,19,0,
3850,199,63,20,0,
3851,199,49,21,0,
3852,199,71,22,0,
3853,200,57,1,10,
3854,200,14,2,6,
3855,200,30,3,4,
3856,200,56,4,3,
3857,200,23,5,2,
3858,200,35,6,1,
3859,200,71,7,0,
3860,200,65,8,0,
3861,200,25,9,0,
3862,200,15,10,0,
3863,200,75,11,0,
3864,200,73,12,0,
3865,200,50,13,0,
3866,200,74,14,0,
3867,200,21,15,0,
3868,200,55,16,0,
3869,200,49,17,0,
3870,200,22,18,0,
3871,200,64,19,0,
3872,200,63,20,0,
3873,200,44,21,0,
3874,200,68,22,0,
3875,201,57,1,10,
3876,201,14,2,6,
3877,201,35,3,4,
3878,201,71,4,3,
3879,201,30,5,2,
3880,201,23,6,1,
3881,201,21,7,0,
3882,201,56,8,0,
3883,201,49,9,0,
3884,201,55,10,0,
3885,201,25,11,0,
3886,201,15,12,0,
3887,201,68,13,0,
3888,201,63,14,0,
3889,201,44,15,0,
3890,201,74,16,0,
3891,201,65,17,0,
3892,201,75,18,0,
3893,201,22,19,0,
3894,201,50,20,0,
3895,201,64,21,0,
3896,202,30,1,10,
3897,202,14,2,6,
3898,202,35,3,4,
3899,202,71,4,3,
3900,202,49,5,2,
3901,202,57,6,1,
3902,202,55,7,0,
3903,202,21,8,0,
3904,202,23,9,0,
3905,202,65,10,0,
3906,202,64,11,0,
3907,202,44,12,0,
3908,202,50,13,0,
3909,202,68,14,0,
3910,202,75,15,0,
3911,202,25,16,0,
3912,202,22,17,0,
3913,202,15,18,0,
3914,202,63,19,0,
3915,202,56,20,0,
3916,202,74,21,0,
3917,203,71,1,10,
3918,203,23,2,6,
3919,203,55,3,4,
3920,203,49,4,3,
3921,203,64,5,2,
3922,203,15,6,1,
3923,203,14,7,0,
3924,203,75,8,0,
3925,203,21,9,0,
3926,203,30,10,0,
3927,203,56,11,0,
3928,203,74,12,0,
3929,203,35,13,0,
3930,203,68,14,0,
3931,203,50,15,0,
3932,203,57,16,0,
3933,203,25,17,0,
3934,203,65,18,0,
3935,203,22,19,0,
3936,203,44,20,0,
3937,203,63,21,0,
3938,203,73,22,0,
3939,204,30,1,10,
3940,204,56,2,6,
3941,204,23,3,4,
3942,204,57,4,3,
3943,204,55,5,2,
3944,204,71,6,1,
3945,204,49,7,0,
3946,204,21,8,0,
3947,204,68,9,0,
3948,204,22,10,0,
3949,204,74,11,0,
3950,204,73,12,0,
3951,204,15,13,0,
3952,204,50,14,0,
3953,204,35,15,0,
3954,204,63,16,0,
3955,204,25,17,0,
3956,204,14,18,0,
3957,204,44,19,0,
3958,204,75,20,0,
3959,204,65,21,0,
3960,204,64,22,0,
3961,205,57,1,10,
3962,205,30,2,6,
3963,205,14,3,4,
3964,205,56,4,3,
3965,205,49,5,2,
3966,205,21,6,1,
3967,205,25,7,0,
3968,205,35,8,0,
3969,205,71,9,0,
3970,205,55,10,0,
3971,205,22,11,0,
3972,205,44,12,0,
3973,205,50,13,0,
3974,205,63,14,0,
3975,205,75,15,0,
3976,205,68,16,0,
3977,205,74,17,0,
3978,205,23,18,0,
3979,205,65,19,0,
3980,205,73,20,0,
3981,205,15,21,0,
3982,205,64,22,0,
3983,206,57,1,10,
3984,206,56,2,6,
3985,206,14,3,4,
3986,206,71,4,3,
3987,206,49,5,2,
3988,206,35,6,1,
3989,206,55,7,0,
3990,206,21,8,0,
3991,206,25,9,0,
3992,206,65,10,0,
3993,206,44,11,0,
3994,206,15,12,0,
3995,206,75,13,0,
3996,206,30,14,0,
3997,206,68,15,0,
3998,206,74,16,0,
3999,206,22,17,0,
4000,206,50,18,0,
4001,206,63,19,0,
4002,206,23,20,0,
4003,206,64,21,0,
4004,206,73,22,0,
4005,207,14,1,10,
4006,207,30,2,6,
4007,207,57,3,4,
4008,207,77,4,3,
4009,207,44,5,2,
4010,207,78,6,1,
4011,207,75,7,0,
4012,207,49,8,0,
4013,207,15,9,0,
4014,207,64,10,0,
4015,207,22,11,0,
4016,207,63,12,0,
4017,207,76,13,0,
4018,207,55,14,0,
4019,207,79,15,0,
4020,207,21,16,0,
4021,207,50,17,0,
4022,207,23,18,0,
4023,207,35,19,0,
4024,207,56,20,0,
4025,207,65,21,0,
4026,207,71,22,0,
4027,207,80,23,0,
4028,207,73,24,0,
4029,208,35,1,10,
4030,208,77,2,6,
4031,208,44,3,4,
4032,208,57,4,3,
4033,208,30,5,2,
4034,208,55,6,1,
4035,208,65,7,0,
4036,208,21,8,0,
4037,208,49,9,0,
4038,208,14,10,0,
4039,208,78,11,0,
4040,208,15,12,0,
4041,208,63,13,0,
4042,208,75,14,0,
4043,208,50,15,0,
4044,208,56,16,0,
4045,208,71,17,0,
4046,208,79,18,0,
4047,208,23,19,0,
4048,208,22,20,0,
4049,208,64,21,0,
4050,208,76,22,0,
4051,209,35,1,10,
4052,209,56,2,6,
4053,209,23,3,4,
4054,209,65,4,3,
4055,209,57,5,2,
4056,209,77,6,1,
4057,209,55,7,0,
4058,209,63,8,0,
4059,209,15,9,0,
4060,209,76,10,0,
4061,209,78,11,0,
4062,209,64,12,0,
4063,209,75,13,0,
4064,209,50,14,0,
4065,209,79,15,0,
4066,209,71,16,0,
4067,209,21,17,0,
4068,209,22,18,0,
4069,209,44,19,0,
4070,209,49,20,0,
4071,209,30,21,0,
4072,209,14,22,0,
4073,210,49,1,10,
4074,210,30,2,6,
4075,210,56,3,4,
4076,210,21,4,3,
4077,210,55,5,2,
4078,210,57,6,1,
4079,210,78,7,0,
4080,210,44,8,0,
4081,210,63,9,0,
4082,210,50,10,0,
4083,210,79,11,0,
4084,210,64,12,0,
4085,210,35,13,0,
4086,210,14,14,0,
4087,210,22,15,0,
4088,210,65,16,0,
4089,210,23,17,0,
4090,210,75,18,0,
4091,210,71,19,0,
4092,210,77,20,0,
4093,210,76,21,0,
4094,210,15,22,0,
4095,211,30,1,10,
4096,211,22,2,6,
4097,211,56,3,4,
4098,211,44,4,3,
4099,211,63,5,2,
4100,211,21,6,1,
4101,211,76,7,0,
4102,211,50,8,0,
4103,211,77,9,0,
4104,211,79,10,0,
4105,211,49,11,0,
4106,211,75,12,0,
4107,211,78,13,0,
4108,211,55,14,0,
4109,211,35,15,0,
4110,211,23,16,0,
4111,211,65,17,0,
4112,211,15,18,0,
4113,211,14,19,0,
4114,211,57,20,0,
4115,211,71,21,0,
4116,211,64,22,0,
4117,212,35,1,10,
4118,212,44,2,6,
4119,212,55,3,4,
4120,212,30,4,3,
4121,212,65,5,2,
4122,212,14,6,1,
4123,212,57,7,0,
4124,212,49,8,0,
4125,212,21,9,0,
4126,212,77,10,0,
4127,212,50,11,0,
4128,212,56,12,0,
4129,212,76,13,0,
4130,212,81,14,0,
4131,212,15,15,0,
4132,212,64,16,0,
4133,212,23,17,0,
4134,212,22,18,0,
4135,212,63,19,0,
4136,212,75,20,0,
4137,212,71,21,0,
4138,212,79,22,0,
4139,213,30,1,10,
4140,213,55,2,6,
4141,213,21,3,4,
4142,213,49,4,3,
4143,213,65,5,2,
4144,213,75,6,1,
4145,213,14,7,0,
4146,213,64,8,0,
4147,213,71,9,0,
4148,213,81,10,0,
4149,213,44,11,0,
4150,213,63,12,0,
4151,213,50,13,0,
4152,213,25,14,0,
4153,213,22,15,0,
4154,213,15,16,0,
4155,213,23,17,0,
4156,213,79,18,0,
4157,213,35,19,0,
4158,213,57,20,0,
4159,213,56,21,0,
4160,213,76,22,0,
4161,214,30,1,10,
4162,214,49,2,6,
4163,214,56,3,4,
4164,214,35,4,3,
4165,214,55,5,2,
4166,214,23,6,1,
4167,214,14,7,0,
4168,214,65,8,0,
4169,214,21,9,0,
4170,214,15,10,0,
4171,214,79,11,0,
4172,214,71,12,0,
4173,214,63,13,0,
4174,214,25,14,0,
4175,214,64,15,0,
4176,214,82,16,0,
4177,214,22,17,0,
4178,214,76,18,0,
4179,214,57,19,0,
4180,214,50,20,0,
4181,214,75,21,0,
4182,214,58,22,0,
4183,215,35,1,10,
4184,215,55,2,6,
4185,215,25,3,4,
4186,215,14,4,3,
4187,215,23,5,2,
4188,215,71,6,1,
4189,215,21,7,0,
4190,215,15,8,0,
4191,215,82,9,0,
4192,215,58,10,0,
4193,215,75,11,0,
4194,215,57,12,0,
4195,215,76,13,0,
4196,215,50,14,0,
4197,215,56,15,0,
4198,215,63,16,0,
4199,215,65,17,0,
4200,215,30,18,0,
4201,215,22,19,0,
