resultId,raceId,driverId,fastestLap,fastestLapTime
1848,106,44,11,01:34.4
1849,106,10,14,01:36.7
1850,106,46,27,01:39.4
1851,106,47,26,01:39.4
1852,106,14,14,01:33.9
1853,106,22,30,01:32.7
1854,106,17,13,01:34.2
1855,107,31,49,01:11.5
1856,107,8,52,01:11.6
1857,107,22,22,01:11.7
1858,107,4,42,01:12.1
1859,107,23,23,01:11.8
1860,107,11,51,01:11.9
1861,107,30,49,01:11.8
1862,107,13,68,01:12.1
1863,107,21,69,01:11.9
1864,107,35,68,01:12.2
1865,107,14,40,01:12.5
1866,107,15,65,01:12.4
1867,107,41,69,01:13.0
1868,107,32,49,01:12.9
1869,107,10,68,01:13.9
1870,107,47,45,01:14.7
1871,107,46,50,01:14.8
1872,107,17,20,01:13.2
1873,107,2,11,01:15.9
1874,107,18,2,01:24.4
7554,1,18,17,01:28.0
7555,1,22,43,01:29.1
7556,1,15,50,01:28.9
7557,1,10,53,01:28.4
7558,1,4,53,01:28.7
7559,1,3,48,01:27.7
7560,1,67,34,01:29.2
7561,1,7,50,01:29.8
7562,1,16,43,01:28.9
7563,1,2,48,01:28.3
7564,1,21,51,01:29.0
7565,1,17,38,01:28.5
7566,1,20,8,01:28.1
7567,1,9,36,01:28.0
7568,1,8,35,01:28.5
7569,1,13,30,01:29.1
7570,1,12,17,01:30.5
7571,1,6,6,01:29.9
7573,1,1,39,01:29.0
7574,2,18,18,01:36.6
7575,2,2,17,01:39.1
7576,2,10,18,01:39.4
7577,2,15,12,01:37.6
7578,2,22,17,01:37.5
7579,2,17,14,01:37.7
7580,2,1,17,01:39.1
7581,2,3,13,01:37.6
7582,2,13,17,01:39.3
7583,2,7,17,01:39.2
7584,2,4,17,01:39.0
7585,2,6,17,01:39.4
7586,2,12,18,01:39.3
7587,2,8,17,01:38.5
7588,2,20,10,01:38.4
7589,2,67,16,01:38.9
7590,2,16,17,01:39.5
7591,2,21,16,01:39.4
7594,3,20,42,01:52.6
7595,3,17,42,01:53.0
7596,3,18,44,01:53.5
7597,3,22,42,01:52.6
7598,3,5,41,01:54.5
7599,3,1,39,01:54.7
7600,3,10,42,01:52.7
7601,3,67,42,01:54.6
7602,3,4,38,01:54.5
7603,3,8,38,01:55.4
7604,3,7,43,01:53.5
7605,3,2,40,01:54.2
7606,3,9,44,01:55.3
7607,3,21,37,01:56.2
7608,3,3,55,01:54.2
7609,3,12,42,01:55.5
7610,3,16,41,01:54.8
7611,3,6,38,01:56.2
7612,3,13,16,01:56.5
7613,3,15,14,02:00.3
7614,4,18,11,01:34.6
7615,4,20,16,01:34.8
7616,4,15,10,01:34.6
7617,4,1,13,01:34.9
7618,4,22,25,01:34.9
7619,4,8,42,01:35.5
7620,4,10,6,01:34.6
7621,4,4,29,01:35.7
7622,4,3,37,01:35.8
7623,4,12,37,01:35.4
7624,4,17,50,01:35.2
7625,4,5,54,01:35.5
7626,4,7,30,01:35.4
7627,4,13,41,01:35.1
7628,4,21,9,01:36.4
7629,4,16,28,01:36.2
7630,4,67,38,01:36.5
7631,4,9,50,01:35.7
7632,4,2,52,01:35.9
7633,4,6,39,01:36.2
7634,5,18,17,01:22.9
7635,5,22,28,01:22.8
7636,5,17,18,01:23.1
7637,5,20,41,01:23.1
7638,5,4,14,01:23.4
7639,5,13,14,01:23.1
7640,5,2,29,01:23.9
7641,5,3,24,01:23.6
7642,5,1,29,01:23.8
7643,5,10,44,01:24.1
7644,5,9,26,01:24.1
7645,5,12,41,01:24.3
7646,5,6,38,01:24.2
7647,5,21,63,01:23.8
7648,5,8,16,01:24.5
7649,5,5,6,01:28.7
7654,6,18,49,01:15.2
7655,6,22,46,01:15.7
7656,6,8,47,01:15.4
7657,6,13,50,01:15.2
7658,6,17,45,01:15.3
7659,6,3,48,01:15.8
7660,6,4,64,01:15.4
7661,6,7,47,01:16.2
7662,6,21,74,01:16.4
7663,6,10,72,01:16.1
7664,6,2,49,01:16.3
7665,6,1,65,01:15.7
7666,6,15,57,01:16.0
7667,6,16,66,01:16.2
7668,6,6,73,01:15.8
7669,6,5,48,01:15.7
7670,6,9,25,01:17.6
7671,6,20,15,01:17.6
7672,6,12,7,01:18.5
7673,6,67,7,01:18.6
7674,7,18,40,01:27.6
7675,7,17,42,01:27.8
7676,7,20,51,01:27.6
7677,7,15,40,01:27.9
7678,7,3,36,01:28.2
7679,7,13,41,01:28.2
7680,7,9,58,01:28.0
7681,7,10,56,01:27.9
7682,7,8,58,01:28.1
7683,7,4,57,01:28.4
7684,7,2,43,01:28.2
7685,7,6,58,01:28.0
7686,7,1,53,01:28.6
7687,7,5,41,01:29.2
7688,7,67,57,01:28.6
7689,7,12,45,01:28.3
7690,7,16,55,01:29.2
7691,7,7,53,01:29.0
7692,7,22,37,01:28.5
7693,7,21,3,01:34.1
7694,8,20,16,01:20.7
7695,8,17,57,01:20.9
7696,8,22,18,01:21.4
7697,8,13,22,01:21.5
7698,8,3,17,01:21.1
7699,8,18,54,01:21.2
7700,8,15,17,01:21.8
7701,8,8,14,01:21.7
7702,8,10,51,01:21.7
7703,8,21,20,01:21.8
7704,8,6,14,01:21.8
7705,8,12,25,01:22.5
7706,8,9,41,01:22.2
7707,8,4,36,01:21.9
7708,8,2,59,01:22.0
7709,8,1,24,01:22.6
7710,8,16,50,01:23.5
7711,8,67,24,01:22.7
7712,8,7,26,01:22.5
7713,8,5,32,01:22.4
7714,9,17,37,01:34.0
7715,9,20,42,01:34.1
7716,9,13,53,01:34.5
7717,9,3,50,01:34.4
7718,9,18,53,01:34.3
7719,9,22,54,01:34.7
7720,9,4,49,01:33.4
7721,9,5,59,01:35.5
7722,9,10,40,01:35.4
7723,9,2,42,01:34.6
7724,9,21,54,01:35.3
7725,9,6,49,01:34.2
7726,9,12,46,01:34.9
7727,9,9,47,01:34.5
7728,9,16,43,01:35.4
7729,9,67,24,01:36.3
7730,9,15,52,01:33.7
7731,9,1,46,01:35.4
7732,9,8,4,01:36.1
7733,9,7,10,01:37.5
7734,10,1,16,01:22.5
7735,10,8,70,01:22.4
7736,10,17,65,01:21.9
7737,10,3,65,01:22.5
7738,10,5,63,01:23.0
7739,10,10,63,01:22.5
7740,10,18,57,01:22.7
7741,10,15,65,01:23.3
7742,10,6,55,01:23.2
7743,10,22,55,01:23.0
7744,10,2,65,01:23.3
7745,10,12,65,01:23.4
7746,10,9,65,01:23.2
7747,10,21,40,01:23.2
7748,10,153,69,01:23.4
7749,10,67,69,01:23.0
7750,10,20,18,01:23.5
7751,10,4,4,01:23.5
7754,11,22,39,01:39.0
7755,11,1,57,01:39.1
7756,11,8,39,01:39.2
7757,11,5,56,01:39.3
7758,11,3,52,01:39.3
7759,11,4,46,01:39.5
7760,11,18,46,01:38.9
7761,11,9,55,01:39.4
7762,11,17,50,01:39.5
7763,11,16,36,01:39.6
7764,11,2,53,01:39.7
7765,11,21,53,01:40.1
7766,11,15,52,01:39.9
7767,11,10,55,01:38.7
7768,11,154,41,01:39.4
7769,11,153,29,01:40.9
7770,11,69,52,01:40.6
7771,11,6,53,01:39.7
7772,11,67,37,01:41.0
7773,11,20,13,01:40.0
7774,12,8,42,01:47.7
7775,12,21,43,01:47.7
7776,12,20,38,01:47.3
7777,12,9,41,01:47.7
7778,12,2,35,01:47.4
7779,12,5,24,01:48.3
7780,12,22,37,01:48.3
7781,12,3,41,01:47.8
7782,12,17,39,01:47.8
7783,12,10,40,01:47.7
7784,12,16,42,01:47.9
7785,12,67,42,01:47.8
7786,12,6,42,01:48.2
7787,12,69,41,01:49.8
7788,12,4,23,01:48.6
7789,12,15,16,01:50.0
7794,13,22,48,01:25.0
7795,13,18,46,01:24.9
7796,13,8,36,01:24.8
7797,13,16,36,01:24.7
7798,13,4,50,01:25.2
7799,13,5,51,01:25.1
7800,13,2,30,01:25.5
7801,13,20,50,01:25.2
7802,13,21,28,01:25.5
7803,13,6,51,01:26.0
7804,13,10,50,01:25.8
7805,13,1,52,01:24.8
7806,13,67,50,01:25.6
7807,13,15,49,01:25.7
7808,13,154,51,01:25.6
7809,13,3,50,01:25.9
7810,13,24,22,01:26.0
7811,13,153,17,01:27.8
7812,13,9,12,01:27.8
7814,14,1,36,01:48.3
7815,14,10,34,01:48.4
7816,14,4,53,01:48.2
7817,14,20,10,01:48.4
7818,14,18,54,01:48.4
7819,14,22,50,01:48.6
7820,14,5,36,01:49.3
7821,14,9,44,01:48.8
7822,14,6,45,01:49.4
7823,14,8,54,01:48.4
7824,14,3,9,01:48.4
7825,14,15,54,01:48.8
7826,14,21,49,01:49.4
7827,14,24,48,01:49.9
7828,14,153,32,01:52.5
7829,14,67,17,01:50.6
7830,14,17,35,01:49.3
7831,14,16,15,01:52.6
7832,14,2,18,01:51.3
7833,14,154,2,01:57.2
7834,15,20,43,01:32.6
7835,15,15,38,01:33.2
7836,15,1,13,01:33.3
7837,15,8,33,01:33.0
7838,15,3,43,01:33.6
7839,15,2,13,01:33.6
7840,15,22,17,01:33.9
7841,15,18,42,01:33.3
7842,15,9,44,01:33.3
7843,15,4,28,01:33.9
7844,15,5,35,01:33.8
7845,15,21,33,01:33.5
7846,15,16,36,01:33.7
7847,15,24,36,01:34.3
7848,15,6,26,01:34.8
7849,15,154,39,01:34.6
7850,15,17,50,01:32.6
7851,15,153,34,01:34.0
7852,15,67,5,01:35.4
7854,16,17,25,01:13.7
7855,16,9,38,01:14.2
7856,16,1,59,01:14.3
7857,16,20,59,01:13.9
7858,16,18,46,01:14.4
7859,16,8,47,01:14.6
7860,16,67,58,01:14.6
7861,16,22,20,01:14.0
7862,16,5,68,01:14.3
7863,16,155,71,01:14.7
7864,16,21,55,01:14.9
7865,16,24,43,01:15.0
7866,16,154,54,01:14.8
7867,16,153,59,01:14.9
7868,16,6,21,01:15.1
7869,16,3,16,01:14.4
7870,16,2,19,01:15.0
20323,337,4,45,01:58.3
20324,337,13,38,01:59.7
20325,337,1,42,01:59.6
20326,337,20,32,02:00.2
20327,337,3,45,02:00.2
20328,337,30,45,02:00.2
20329,337,18,45,02:00.0
20330,337,17,45,01:59.5
20331,337,24,39,01:59.9
20332,337,22,47,01:59.8
20333,337,9,33,02:00.5
20334,337,16,49,01:59.4
20335,337,153,28,02:00.0
20336,337,807,34,02:01.4
20337,337,5,47,02:02.7
20338,337,67,41,02:00.1
20339,337,15,34,02:02.9
20340,337,37,27,02:01.6
20341,337,811,14,02:09.1
20342,337,10,11,02:07.1
20343,337,808,7,02:04.3
20344,337,155,4,02:05.0
20345,337,810,2,02:09.4
20347,338,18,52,01:29.3
20348,338,9,52,01:29.6
20349,338,13,52,01:29.5
20350,338,4,47,01:29.7
20351,338,3,53,01:28.5
20352,338,1,47,01:28.5
20353,338,24,55,01:29.7
20354,338,22,58,01:29.2
20355,338,17,47,01:28.4
20356,338,30,58,01:29.2
20357,338,153,49,01:29.7
20358,338,37,54,01:30.6
20359,338,5,52,01:33.6
20360,338,812,48,01:35.0
20361,338,10,37,01:34.2
20362,338,810,17,01:36.6
20363,338,20,22,01:31.6
20364,338,16,6,01:43.2
20365,338,808,6,01:43.1
20366,338,811,4,02:27.3
20371,339,20,53,01:37.8
20372,339,17,53,01:37.1
20373,339,3,53,01:38.1
20374,339,9,55,01:38.1
20375,339,16,55,01:38.2
20376,339,1,32,01:37.7
20377,339,13,48,01:37.8
20378,339,18,49,01:38.5
20379,339,153,44,01:39.5
20380,339,807,51,01:39.1
20381,339,67,54,01:37.6
20382,339,22,46,01:39.4
20383,339,4,41,01:37.2
20384,339,810,28,01:43.2
20385,339,812,40,01:44.8
20386,339,811,39,01:45.3
20387,339,15,31,01:43.8
20388,339,5,44,01:42.7
20389,339,808,32,01:40.7
20390,339,24,9,01:42.6
20391,339,30,9,01:42.1
20392,339,155,6,01:43.3
20393,339,10,2,01:46.4
20395,340,18,14,01:42.9
20396,340,1,13,01:42.1
20397,340,3,14,01:43.2
20398,340,4,14,01:44.1
20399,340,9,14,01:43.6
20400,340,20,14,01:42.4
20401,340,808,14,01:43.8
20402,340,17,14,01:42.6
20403,340,13,14,01:44.6
20404,340,30,14,01:44.3
20405,340,16,14,01:44.4
20406,340,22,17,01:45.6
20407,340,153,14,01:43.8
20408,340,5,14,01:47.1
20409,340,807,13,01:44.5
20410,340,811,16,01:48.2
20411,340,812,15,01:48.8
20412,340,15,14,01:49.7
20413,340,810,7,01:53.2
20414,340,37,6,01:47.7
20419,341,17,62,01:24.8
20420,341,4,57,01:24.8
20421,341,20,56,01:25.2
20422,341,30,64,01:25.5
20423,341,18,64,01:25.2
20424,341,13,64,01:25.5
20425,341,16,65,01:25.8
20426,341,9,66,01:25.5
20427,341,22,59,01:25.7
20428,341,153,63,01:25.7
20429,341,808,63,01:25.5
20430,341,155,62,01:26.1
20431,341,3,50,01:25.5
20432,341,1,59,01:24.4
20433,341,24,63,01:25.9
20434,341,807,63,01:26.9
20435,341,15,56,01:29.6
20436,341,10,60,01:29.8
20437,341,810,47,01:29.9
20438,341,67,41,01:26.7
20439,341,812,26,01:32.0
20440,341,37,9,01:30.4
20443,342,17,63,01:15.3
20444,342,20,71,01:15.2
20445,342,9,72,01:15.4
20446,342,13,68,01:15.5
20447,342,1,68,01:16.2
20448,342,4,73,01:15.9
20449,342,3,65,01:16.0
20450,342,16,72,01:16.0
20451,342,24,72,01:16.1
20452,342,67,68,01:16.5
20453,342,153,73,01:16.4
20454,342,30,71,01:15.6
20455,342,808,60,01:16.4
20456,342,812,69,01:19.6
20457,342,15,69,01:19.3
20458,342,5,57,01:18.4
20459,342,811,58,01:20.1
20460,342,22,22,01:19.1
20461,342,155,24,01:18.8
20462,342,810,19,01:22.3
20463,342,10,11,01:20.8
20464,342,37,21,01:19.3
20465,342,18,2,02:14.3
20467,343,1,54,01:30.1
20468,343,18,42,01:29.9
20469,343,17,54,01:29.2
20470,343,30,53,01:29.8
20471,343,3,52,01:30.0
20472,343,9,57,01:29.6
20473,343,13,58,01:30.0
20474,343,4,56,01:30.0
20475,343,16,55,01:30.0
20476,343,155,42,01:30.9
20477,343,37,50,01:30.4
20478,343,153,50,01:29.5
20479,343,24,53,01:31.4
20480,343,22,53,01:30.9
20481,343,808,57,01:29.2
20482,343,67,57,01:29.6
20483,343,807,51,01:30.6
20484,343,10,48,01:32.3
20485,343,810,55,01:33.3
20486,343,812,37,01:34.6
20487,343,811,35,01:34.2
20488,343,20,37,01:30.2
20489,343,5,26,01:34.4
20490,343,15,26,01:34.5
20491,344,1,62,01:17.8
20492,344,18,66,01:18.1
20493,344,4,44,01:18.2
20494,344,20,62,01:18.4
20495,344,17,62,01:18.1
20496,344,3,68,01:17.8
20497,344,9,67,01:17.0
20498,344,67,39,01:19.8
20499,344,24,66,01:19.3
20500,344,16,68,01:19.5
20501,344,30,44,01:19.6
20502,344,153,69,01:19.8
20503,344,807,64,01:18.9
20504,344,22,65,01:19.2
20505,344,13,45,01:18.3
20506,344,5,65,01:20.7
20507,344,808,58,01:19.5
20508,344,812,47,01:21.9
20509,344,810,49,01:21.9
20510,344,10,43,01:21.7
20511,344,15,38,01:20.8
20512,344,37,21,01:20.6
20513,344,811,5,01:24.5
20515,345,20,52,01:39.1
20516,345,1,56,01:39.2
20517,345,18,54,01:38.8
20518,345,22,56,01:39.5
20519,345,9,55,01:39.5
20520,345,16,52,01:39.8
20521,345,155,57,01:39.5
20522,345,4,50,01:39.9
20523,345,67,53,01:40.1
20524,345,3,57,01:39.9
20525,345,13,52,01:40.2
20526,345,37,56,01:40.4
20527,345,153,55,01:40.3
20528,345,808,57,01:40.1
20529,345,30,53,01:39.0
20530,345,24,52,01:40.3
20531,345,810,45,01:42.4
20532,345,812,51,01:43.8
20533,345,10,48,01:42.3
20534,345,811,55,01:42.9
20535,345,15,53,01:41.8
20536,345,807,46,01:40.8
20537,345,5,8,01:46.1
20538,345,17,5,01:44.1
20539,346,17,45,01:32.4
20540,346,1,43,01:32.8
20541,346,3,50,01:33.0
20542,346,18,52,01:33.0
20543,346,22,50,01:33.6
20544,346,155,52,01:33.6
20545,346,20,52,01:32.0
20546,346,16,42,01:34.3
20547,346,30,47,01:34.2
20548,346,807,48,01:34.0
20549,346,24,51,01:34.0
20550,346,67,52,01:33.0
20551,346,808,52,01:32.5
20552,346,4,52,01:30.9
20553,346,13,52,01:31.6
20554,346,15,44,01:36.5
20555,346,5,48,01:36.3
20556,346,10,49,01:36.4
20557,346,812,40,01:38.8
20558,346,29,50,01:38.3
20559,346,153,43,01:33.7
20560,346,37,23,01:35.9
20561,346,9,12,01:36.8
20562,346,810,7,01:40.6
20563,347,4,66,01:15.9
20564,347,13,66,01:16.1
20565,347,20,67,01:15.8
20566,347,1,65,01:16.5
20567,347,18,65,01:16.5
20568,347,17,57,01:16.7
20569,347,9,62,01:17.2
20570,347,3,66,01:16.6
20571,347,30,66,01:17.1
20572,347,808,62,01:17.2
20573,347,155,63,01:17.1
20574,347,22,63,01:17.0
20575,347,807,61,01:16.8
20576,347,37,61,01:16.5
20577,347,153,66,01:17.0
20578,347,24,64,01:16.6
20579,347,16,65,01:16.7
20580,347,10,62,01:18.2
20581,347,811,57,01:20.9
20582,347,5,51,01:20.7
20583,347,810,49,01:20.7
20584,347,29,16,01:23.5
20585,347,15,2,02:14.5
20587,348,17,46,01:22.7
20588,348,4,67,01:23.2
20589,348,20,70,01:22.4
20590,348,13,69,01:23.3
20591,348,808,61,01:23.8
20592,348,807,66,01:24.2
20593,348,37,65,01:24.3
20594,348,18,61,01:24.2
20595,348,155,68,01:24.3
20596,348,22,68,01:22.8
20597,348,30,64,01:25.4
20598,348,67,58,01:25.4
20599,348,24,58,01:25.4
20600,348,5,64,01:27.5
20601,348,15,58,01:27.4
20602,348,10,59,01:27.7
20603,348,811,61,01:28.1
20604,348,810,62,01:27.3
20605,348,29,59,01:29.3
20606,348,1,22,01:26.3
20607,348,9,21,01:26.8
20608,348,3,13,01:28.0
20609,348,16,12,01:28.2
20611,349,1,32,01:49.1
20612,349,17,32,01:49.4
20613,349,9,29,01:49.8
20614,349,13,26,01:50.1
20615,349,16,25,01:50.5
20616,349,3,31,01:51.7
20617,349,30,32,01:51.9
20618,349,155,29,01:51.7
20619,349,808,32,01:51.2
20620,349,24,31,01:52.3
20621,349,37,31,01:52.5
20622,349,67,30,01:53.0
20623,349,153,31,01:51.6
20624,349,807,28,01:51.9
20625,349,20,22,01:50.9
20626,349,5,23,01:55.8
20627,349,810,25,01:55.7
20628,349,10,31,01:55.3
20629,349,15,24,01:55.1
20630,349,29,31,01:55.5
20631,349,4,29,01:51.4
20632,349,18,6,01:52.9
20633,349,811,5,02:20.2
20635,350,4,52,01:24.1
20636,350,18,46,01:24.6
20637,350,13,51,01:24.6
20638,350,20,50,01:24.5
20639,350,3,52,01:24.5
20640,350,17,52,01:24.3
20641,350,807,52,01:24.6
20642,350,9,48,01:24.6
20643,350,30,49,01:24.9
20644,350,22,48,01:25.2
20645,350,67,51,01:25.2
20646,350,24,51,01:25.1
20647,350,808,53,01:24.6
20648,350,37,47,01:26.3
20649,350,153,51,01:25.5
20650,350,16,51,01:24.9
20651,350,10,50,01:27.8
20652,350,5,50,01:27.8
20653,350,29,45,01:28.9
20654,350,810,46,01:28.2
20655,350,15,30,01:29.0
20656,350,811,10,01:30.9
20659,351,4,58,01:48.0
20660,351,20,59,01:48.1
20661,351,17,54,01:49.7
20662,351,18,61,01:49.7
20663,351,3,55,01:50.1
20664,351,22,52,01:50.3
20665,351,9,56,01:49.3
20666,351,13,45,01:52.1
20667,351,16,45,01:52.5
20668,351,807,45,01:52.2
20669,351,808,46,01:51.9
20670,351,153,43,01:52.3
20671,351,30,54,01:49.7
20672,351,67,59,01:49.7
20673,351,810,55,01:52.5
20674,351,5,53,01:53.1
20675,351,10,38,01:53.6
20676,351,2,29,01:52.5
20677,351,1,31,01:50.7
20678,351,32,23,01:57.8
20679,351,155,22,01:54.0
20680,351,811,19,01:58.0
20681,351,15,20,01:56.4
20683,352,20,51,01:33.7
20684,352,17,53,01:33.5
20685,352,4,53,01:33.8
20686,352,18,53,01:33.5
20687,352,1,35,01:35.2
20688,352,30,52,01:34.9
20689,352,155,50,01:34.5
20690,352,2,52,01:35.5
20691,352,22,53,01:35.6
20692,352,67,52,01:35.1
20693,352,153,49,01:34.4
20694,352,5,51,01:37.6
20695,352,15,28,01:39.7
20696,352,10,51,01:39.8
20697,352,811,49,01:40.3
20698,352,29,33,01:39.8
20699,352,3,44,01:36.1
20700,352,16,43,01:36.3
20701,352,9,2,02:41.4
20707,353,4,42,01:50.3
20708,353,1,42,01:50.4
20709,353,13,44,01:50.5
20710,353,30,43,01:51.8
20711,353,9,45,01:51.6
20712,353,24,45,01:51.4
20713,353,22,45,01:51.6
20714,353,155,42,01:53.1
20715,353,2,42,01:53.3
20716,353,807,43,01:52.0
20717,353,153,43,01:52.0
20718,353,18,42,01:52.2
20719,353,5,43,01:55.0
20720,353,811,30,01:59.3
20721,353,29,36,01:58.3
20722,353,16,40,01:52.6
20723,353,20,44,01:50.4
20724,353,808,39,01:53.0
20725,353,10,29,01:58.1
20726,353,67,27,01:56.8
20727,353,810,25,02:02.6
20728,353,15,20,02:05.2
20729,353,17,18,02:00.0
20730,353,3,18,02:00.7
20731,354,20,70,01:14.3
20732,354,17,69,01:14.0
20733,354,4,67,01:13.9
20734,354,1,66,01:13.9
20735,354,18,71,01:13.9
20736,354,3,65,01:14.2
20737,354,30,71,01:15.2
20738,354,807,70,01:15.0
20739,354,9,61,01:15.2
20740,354,155,65,01:14.7
20741,354,153,68,01:15.7
20742,354,16,64,01:15.0
20743,354,67,69,01:15.9
20744,354,22,69,01:15.2
20745,354,13,69,01:15.3
20746,354,808,70,01:15.5
20747,354,2,68,01:15.1
20748,354,5,69,01:17.2
20749,354,15,69,01:17.3
20750,354,10,66,01:17.7
20751,354,811,66,01:17.7
20752,354,32,63,01:17.7
20753,354,810,60,01:16.8
20754,354,24,37,01:16.9
20755,355,20,50,01:41.7
20756,355,1,47,01:41.3
20757,355,18,48,01:41.6
20758,355,3,52,01:41.7
20759,355,9,51,01:41.8
20760,355,808,52,01:42.3
20761,355,4,52,01:42.2
20762,355,17,52,01:42.2
20763,355,153,49,01:42.7
20764,355,13,52,01:42.7
20765,355,2,52,01:42.7
20766,355,22,50,01:42.7
20767,355,16,52,01:42.7
20768,355,155,53,01:42.7
20769,355,67,50,01:42.6
20770,355,807,51,01:42.4
20771,355,5,52,01:45.4
20772,355,810,50,01:46.1
20773,355,811,52,01:46.3
20774,355,32,44,01:46.6
20775,355,15,42,01:46.0
20776,355,10,39,01:46.8
20779,841,20,44,01:29.8
20780,841,1,41,01:30.3
20781,841,808,55,01:30.1
20782,841,4,49,01:29.5
20783,841,17,50,01:29.6
20784,841,18,49,01:29.9
20785,841,13,55,01:28.9
20786,841,67,44,01:30.8
20787,841,16,55,01:31.5
20788,841,814,40,01:31.9
20789,841,153,41,01:30.5
20790,841,2,43,01:32.4
20791,841,15,52,01:32.6
20792,841,816,44,01:34.5
20793,841,10,48,01:35.8
20794,841,22,47,01:31.4
20795,841,3,21,01:33.5
20796,841,5,19,01:34.9
20797,841,30,13,01:35.3
20798,841,813,7,01:34.1
20799,841,155,51,01:30.4
20800,841,815,39,01:30.0
20801,842,20,33,01:41.5
20802,842,18,50,01:41.3
20803,842,2,47,01:41.5
20804,842,17,46,01:40.6
20805,842,13,41,01:42.0
20806,842,4,49,01:40.7
20807,842,155,39,01:42.1
20808,842,1,54,01:41.5
20809,842,30,45,01:42.5
20810,842,814,48,01:42.9
20811,842,16,34,01:43.0
20812,842,3,45,01:41.8
20813,842,67,36,01:42.7
20814,842,153,37,01:43.7
20815,842,5,43,01:43.7
20816,842,10,50,01:45.4
20817,842,808,49,01:41.1
20818,842,24,42,01:46.5
20819,842,816,41,01:45.3
20820,842,15,23,01:45.3
20821,842,815,19,01:43.3
20822,842,22,10,01:45.5
20823,842,39,5,01:49.4
20824,842,813,5,01:45.7
20849,844,20,50,01:29.9
20850,844,17,48,01:29.7
20851,844,4,48,01:30.3
20852,844,1,48,01:30.1
20853,844,3,47,01:30.6
20854,844,18,47,01:31.2
20855,844,2,52,01:30.2
20856,844,808,48,01:30.6
20857,844,67,44,01:31.4
20858,844,155,45,01:31.0
20859,844,13,57,01:31.1
20860,844,30,47,01:31.2
20861,844,16,43,01:32.1
20862,844,815,46,01:30.8
20863,844,22,46,01:32.1
20864,844,153,57,01:29.9
20865,844,813,44,01:32.0
20866,844,15,49,01:32.9
20867,844,5,55,01:32.7
20868,844,816,55,01:35.0
20869,844,39,51,01:33.9
20870,844,24,41,01:34.7
20871,844,814,40,01:32.5
20873,845,20,60,01:27.2
20874,845,1,52,01:26.7
20875,845,18,63,01:27.5
20876,845,17,50,01:27.2
20877,845,4,22,01:28.7
20878,845,30,34,01:29.5
20879,845,3,34,01:29.2
20880,845,2,61,01:27.0
20881,845,815,55,01:27.2
20882,845,155,52,01:27.6
20883,845,808,35,01:29.6
20884,845,814,42,01:29.5
20885,845,16,52,01:28.8
20886,845,67,27,01:30.0
20887,845,813,64,01:29.4
20888,845,153,52,01:29.1
20889,845,22,60,01:26.9
20890,845,15,34,01:30.8
20891,845,10,40,01:31.6
20892,845,816,36,01:32.5
20893,845,39,33,01:32.8
20894,845,13,24,01:29.1
20895,845,5,34,01:30.6
20896,845,24,22,01:33.9
20897,846,20,78,01:16.3
20898,846,4,77,01:16.5
20899,846,18,78,01:16.5
20900,846,17,78,01:16.2
20901,846,155,76,01:18.3
20902,846,1,54,01:17.8
20903,846,16,77,01:18.9
20904,846,2,77,01:17.9
20905,846,22,76,01:18.6
20906,846,67,77,01:18.8
20907,846,3,56,01:18.7
20908,846,814,75,01:18.7
20909,846,15,66,01:21.3
20910,846,5,54,01:20.7
20911,846,816,75,01:21.4
20912,846,24,74,01:21.6
20913,846,39,74,01:22.7
20914,846,813,62,01:18.9
20915,846,808,57,01:20.1
20916,846,153,59,01:18.6
20917,846,13,16,01:20.2
20918,846,30,30,01:19.8
20919,846,10,30,01:22.1
20920,847,18,69,01:17.0
20921,847,20,69,01:17.2
20922,847,17,65,01:19.6
20923,847,30,70,01:19.1
20924,847,808,68,01:19.1
20925,847,13,68,01:19.1
20926,847,155,70,01:20.2
20927,847,153,69,01:20.4
20928,847,22,68,01:20.3
20929,847,67,69,01:19.5
20930,847,3,69,01:20.1
20931,847,37,70,01:20.4
20932,847,24,63,01:23.4
20933,847,39,66,01:23.1
20934,847,816,68,01:22.5
20935,847,10,68,01:24.6
20936,847,15,67,01:22.2
20937,847,814,67,01:19.4
20938,847,813,53,01:24.3
20939,847,2,55,01:25.1
20940,847,16,47,01:30.2
20941,847,4,14,01:34.2
20942,847,5,16,01:38.5
20943,847,1,7,01:37.8
20944,848,20,53,01:41.9
20945,848,4,49,01:42.3
20946,848,17,39,01:42.5
20947,848,1,47,01:42.9
20948,848,13,53,01:42.7
20949,848,18,57,01:42.3
20950,848,3,53,01:43.6
20951,848,153,53,01:43.6
20952,848,16,53,01:43.5
20953,848,2,51,01:43.9
20954,848,815,41,01:43.9
20955,848,22,55,01:44.1
20956,848,67,47,01:44.1
20957,848,814,54,01:43.9
20958,848,808,41,01:43.2
20959,848,155,42,01:43.5
20960,848,30,50,01:44.6
20961,848,813,47,01:43.1
20962,848,5,44,01:45.1
20963,848,15,28,01:46.2
20964,848,10,49,01:46.6
20965,848,816,51,01:47.2
20966,848,24,37,01:47.4
20967,848,39,32,01:47.7
20968,849,4,41,01:34.9
20969,849,20,38,01:35.6
20970,849,17,49,01:35.7
20971,849,1,39,01:36.2
20972,849,13,49,01:35.5
20973,849,3,32,01:37.1
20974,849,815,35,01:36.7
20975,849,2,37,01:37.1
20976,849,30,34,01:37.0
